freq,unit,geo\TIME_PERIOD	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 
A,THS_PER,ITF4	27.4 	26.0 	26.5 	27.4 b	28.6 	28.6 	26.9 	21.3 b
A,THS_PER,ITF5	4.5 	5.3 	4.7 	4.3 b	4.7 	4.6 	6.0 	5.4 b
A,THS_PER,ITF6	12.0 	13.3 	11.6 	12.5 b	14.1 	12.7 	7.0 	8.1 b
A,THS_PER,ITG	45.9 	47.1 	43.4 	47.1 b	45.3 	44.0 	45.5 	46.1 b
A,THS_PER,ITG1	31.7 	31.9 	29.1 	33.0 b	32.2 	30.8 	34.5 	33.1 b
A,THS_PER,ITG2	14.2 	15.2 	14.3 	14.1 b	13.1 	13.2 	11.0 	13.0 b
A,THS_PER,ITH	181.3 	187.4 	189.0 	175.3 b	179.2 	186.2 	171.9 	176.0 b
A,THS_PER,ITH1	9.8 	9.5 	8.7 	7.3 b	7.6 	7.1 	7.6 	7.9 b
A,THS_PER,ITH2	8.7 	8.4 	9.0 	10.4 b	10.1 	11.1 	11.4 	10.1 b
A,THS_PER,ITH3	68.3 	71.8 	78.2 	74.8 b	73.7 	81.9 	74.7 	80.8 b
A,THS_PER,ITH4	17.4 	15.5 	15.0 	14.4 b	15.7 	16.8 	14.1 	17.0 b
A,THS_PER,ITH5	77.1 	82.2 	78.1 	68.4 b	72.1 	69.2 	64.0 	60.3 b
A,THS_PER,ITI	205.5 	207.2 	202.4 	221.4 b	208.9 	210.8 	218.7 	205.1 b
A,THS_PER,ITI1	62.8 	63.2 	64.0 	71.9 b	63.7 	64.3 	67.4 	64.9 b
A,THS_PER,ITI2	11.5 	11.6 	12.4 	15.3 b	13.4 	11.0 	12.0 	12.5 b
A,THS_PER,ITI3	17.5 	21.9 	22.2 	23.6 b	20.5 	22.9 	26.1 	21.8 b
A,THS_PER,ITI4	113.7 	110.5 	103.7 	110.7 b	111.3 	112.6 	113.1 	106.0 b
A,THS_PER,LT	53.1 	53.3 	48.9 	49.8 	55.4 	53.7 	53.9 	54.2 b
A,THS_PER,LT0	53.1 	53.3 	48.9 	49.8 	55.4 	53.7 	53.9 	54.2 b
A,THS_PER,LT01	22.9 	22.9 	20.8 	20.2 	24.8 	24.4 	21.7 	24.0 b
A,THS_PER,LT02	30.3 	30.3 	28.1 	29.6 	30.6 	29.3 	32.3 	30.2 b
A,THS_PER,LU	14.7 	12.9 b	13.2 	12.4 	14.9 	14.6 	12.4 	13.1 b
A,THS_PER,LU0	14.7 	12.9 b	13.2 	12.4 	14.9 	14.6 	12.4 	13.1 b
A,THS_PER,LU00	14.7 	12.9 b	13.2 	12.4 	14.9 	14.6 	12.4 	13.1 b
A,THS_PER,LV	37.1 	38.2 	41.4 	37.0 	33.3 	32.9 	34.4 	36.3 b
A,THS_PER,LV0	37.1 	38.2 	41.4 	37.0 	33.3 	32.9 	34.4 	36.3 b
A,THS_PER,LV00	37.1 	38.2 	41.4 	37.0 	33.3 	32.9 	34.4 	36.3 b
A,THS_PER,ME	8.8 	7.3 	7.3 	8.1 	9.5 	8.1 	7.8 	: 
A,THS_PER,ME0	8.8 	7.3 	7.3 	8.1 	9.5 	8.1 	7.8 	: 
A,THS_PER,ME00	8.8 	7.3 	7.3 	8.1 	9.5 	8.1 	7.8 	: 
A,THS_PER,MK	22.0 	21.1 	22.9 	23.9 	23.2 	25.4 	26.2 	: 
A,THS_PER,MK0	22.0 	21.1 	22.9 	23.9 	23.2 	25.4 	26.2 	: 
A,THS_PER,MK00	22.0 	21.1 	22.9 	23.9 	23.2 	25.4 	26.2 	: 
A,THS_PER,MT	8.5 	9.0 	9.0 	10.6 	12.4 	13.3 	12.7 	11.9 b
A,THS_PER,MT0	8.5 	9.0 	9.0 	10.6 	12.4 	13.3 	12.7 	11.9 b
A,THS_PER,MT00	8.5 	9.0 	9.0 	10.6 	12.4 	13.3 	12.7 	11.9 b
A,THS_PER,NL	380.2 	381.7 	377.9 	390.1 	408.3 	429.8 	421.3 	471.9 b
A,THS_PER,NL1	28.4 	28.8 	26.0 	25.6 	29.2 	28.2 	30.5 	30.3 b
A,THS_PER,NL11	12.8 	12.4 	10.9 	9.3 	13.4 	11.7 	13.0 	12.9 b
A,THS_PER,NL12	8.9 	9.2 	9.0 	10.3 	10.0 	10.7 	11.3 	9.7 b
A,THS_PER,NL13	6.7 	7.2 	6.1 	6.0 	5.9 	5.8 	6.2 	7.7 b
A,THS_PER,NL2	60.2 	64.9 	59.1 	64.3 	67.6 	72.4 	72.7 	88.5 b
A,THS_PER,NL21	18.4 	18.0 	17.9 	18.1 	19.7 	22.4 	21.7 	21.3 b
A,THS_PER,NL22	34.9 	40.0 	35.4 	39.0 	39.8 	40.2 	42.9 	58.6 b
A,THS_PER,NL23	6.9 	7.0 	5.7 	7.3 	8.1 	9.9 	8.1 	8.6 b
A,THS_PER,NL3	230.2 	227.3 	229.5 	234.2 	243.9 	255.9 	249.2 	279.2 b
A,THS_PER,NL31	39.9 	36.7 	39.6 	38.6 	41.6 	42.3 	40.2 	42.0 b
A,THS_PER,NL32	106.7 	106.2 	109.1 	108.2 	107.6 	121.1 	116.1 	133.5 b
A,THS_PER,NL33	79.4 	79.8 	76.1 	81.3 	86.9 	86.7 	87.5 	94.8 b
A,THS_PER,NL34	4.2 	4.6 	4.8 	6.1 	7.8 	5.9 	5.4 	8.9 b
A,THS_PER,NL4	61.4 	60.6 	63.3 	66.0 	67.5 	73.3 	68.9 	74.0 b
A,THS_PER,NL41	46.9 	47.5 	47.5 	49.9 	49.2 	54.1 	51.0 	55.2 b
A,THS_PER,NL42	14.5 	13.2 	15.7 	16.0 	18.3 	19.2 	17.9 	18.8 b
A,THS_PER,NO	105.5 	102.5 	102.5 	102.2 	101.4 	104.9 	106.4 	112.4 b
A,THS_PER,NO0	105.5 	102.5 	102.5 	102.2 	101.4 	104.9 	106.4 	112.4 b
A,THS_PER,NO01	50.8 	48.1 	: 	: 	: 	: 	: 	: 
A,THS_PER,NO02	4.8 	3.3 	2.9 	: u	: u	6.1 u	5.7 u	6.3 bu
A,THS_PER,NO03	13.8 	13.2 	: 	: 	: 	: 	: 	: 
A,THS_PER,NO04	11.8 	10.0 	: 	: 	: 	: 	: 	: 
A,THS_PER,NO05	10.5 	12.9 	: 	: 	: 	: 	: 	: 
A,THS_PER,NO06	7.9 	8.7 	7.4 	6.7 u	5.5 u	6.6 u	8.9 u	9.0 bu
A,THS_PER,NO07	6.1 	6.3 	7.0 	7.0 u	7.2 u	5.8 u	6.3 u	7.2 bu
A,THS_PER,NO08	: 	: 	55.4 	52.6 	54.5 	57.1 	53.6 	55.0 b
A,THS_PER,NO09	: 	: 	9.7 	11.1 	9.6 u	9.5 u	11.5 	14.3 b
A,THS_PER,NO0A	: 	: 	20.1 	20.6 	20.4 	20.0 	20.5 	20.6 b
A,THS_PER,PL	508.2 	529.9 	543.7 	568.4 	585.8 	548.1 	538.1 	541.6 b
A,THS_PER,PL2	95.2 	104.1 	115.2 	115.6 	124.8 	106.8 	102.4 	119.8 b
A,THS_PER,PL4	52.5 	57.0 	70.9 	74.0 	83.0 	79.3 	77.2 	78.2 b
A,THS_PER,PL5	43.7 	46.0 	46.2 	53.3 	49.3 	46.9 	48.1 	56.3 b
A,THS_PER,PL6	67.3 	75.0 	77.6 	77.2 	79.5 	74.7 	69.3 	66.2 b
A,THS_PER,PL7	55.2 	55.6 	42.8 	47.2 	50.4 	46.6 	46.7 	40.5 b
A,THS_PER,PL8	51.6 	47.5 	55.8 	58.9 	56.0 	54.6 	56.4 	54.6 b
A,THS_PER,PL9	142.7 	144.7 	135.2 	142.2 	142.8 	139.3 	138.0 	126.0 b
A,THS_PER,PT	142.9 	148.3 	146.2 	150.2 	164.3 	169.8 	175.1 	187.7 b
A,THS_PER,PT1	136.7 	142.2 	140.8 	144.6 	158.5 	163.9 	168.4 	181.7 b
A,THS_PER,PT11	44.3 	43.0 	42.9 	47.5 	54.9 	50.9 	53.2 	47.5 b
A,THS_PER,PT15	: u	: u	: u	4.9 	4.8 	6.1 	6.4 	6.9 b
A,THS_PER,PT16	25.2 	24.2 	23.1 	21.3 	27.2 	29.0 	32.2 	35.6 b
A,THS_PER,PT17	57.2 	65.9 	65.7 	65.0 	66.5 	71.8 	71.6 	83.9 b
A,THS_PER,PT18	6.4 	5.1 	4.6 	5.9 	5.1 	6.1 	5.1 	7.8 b
A,THS_PER,PT2	: u	: u	: u	: u	: u	: u	: u	: bu
A,THS_PER,PT20	: u	: u	: u	: u	: u	: u	: u	: bu
A,THS_PER,PT3	: u	: u	: u	: u	: u	: u	: u	: bu
A,THS_PER,PT30	: u	: u	: u	: u	: u	: u	: u	: bu
A,THS_PER,RO	130.5 	126.1 	133.7 	141.1 	141.1 	135.7 	120.4 	111.2 b
A,THS_PER,RO1	38.5 	43.8 	48.9 	49.0 	42.8 	33.9 	30.0 	32.5 b
A,THS_PER,RO11	18.9 	19.9 	21.5 	20.6 	16.3 	11.6 	11.1 u	14.9 b
A,THS_PER,RO12	19.6 	23.9 	27.5 	28.4 	26.5 	22.3 	18.9 	17.6 b
A,THS_PER,RO2	21.4 	20.8 	19.7 	21.8 	20.6 	21.9 	19.9 	15.1 b
A,THS_PER,RO21	12.8 	12.4 	10.9 u	12.1 	12.4 	15.3 	13.4 	9.6 bu
A,THS_PER,RO22	8.6 u	8.4 u	8.8 u	9.8 u	8.2 u	6.6 u	6.5 u	: bu
A,THS_PER,RO3	59.1 	44.3 	49.6 	55.1 	62.0 	63.6 	53.3 	47.5 b
A,THS_PER,RO31	12.0 	10.9 u	12.0 	11.7 	10.8 u	11.9 	10.2 u	: bu
A,THS_PER,RO32	47.1 	33.3 	37.6 	43.4 	51.2 	51.7 	43.2 	41.1 b
A,THS_PER,RO4	11.5 u	17.2 	15.4 	15.1 	15.6 	16.2 	17.1 	16.1 b
A,THS_PER,RO41	: u	6.6 u	: u	: u	: u	: u	: u	6.6 bu
A,THS_PER,RO42	: u	10.6 u	8.9 u	9.4 u	10.0 u	10.9 u	11.0 u	9.4 bu
A,THS_PER,RS	92.2 	82.7 b	84.1 	86.9 	85.5 	90.9 	95.7 	91.8 b
A,THS_PER,RS1	59.6 	56.4 b	61.1 	64.3 	61.9 	66.3 	69.9 	69.5 b
A,THS_PER,RS11	37.2 	36.3 b	40.3 	41.6 	41.0 	45.7 	47.9 	48.0 b
A,THS_PER,RS12	22.3 	20.1 b	20.8 	22.7 	20.9 	20.6 	22.0 	21.5 b
A,THS_PER,RS2	32.6 	26.3 b	23.0 	22.6 	23.6 	24.6 	25.8 	22.2 b
A,THS_PER,RS21	19.4 	16.6 b	14.1 	13.6 	13.1 	14.6 	15.3 	12.4 b
A,THS_PER,RS22	13.2 	9.7 b	8.9 	9.0 	10.4 	10.0 	10.5 	9.8 b
A,THS_PER,SE	224.2 	229.5 	243.0 	242.5 	235.4 b	249.3 	240.8 	231.8 b
A,THS_PER,SE1	114.4 	117.4 	125.5 	124.7 	119.9 b	129.0 	123.6 	120.1 b
A,THS_PER,SE11	88.4 	89.0 	94.9 	94.4 	95.7 b	99.5 	93.1 	88.1 b
A,THS_PER,SE12	26.0 	28.4 	30.5 	30.3 	24.1 b	29.5 	30.5 	32.0 b
A,THS_PER,SE2	85.6 	87.8 	90.2 	90.2 	87.4 b	89.3 	92.3 	86.7 b
A,THS_PER,SE21	12.8 	15.2 	14.5 	15.3 	14.8 b	14.3 	13.4 	13.1 b
A,THS_PER,SE22	32.1 	32.5 	34.0 	34.7 	32.2 b	32.7 	34.7 	32.8 b
A,THS_PER,SE23	40.6 	40.1 	41.7 	40.3 	40.4 b	42.3 	44.3 	40.8 b
A,THS_PER,SE3	24.3 	24.2 	27.4 	27.6 	28.1 b	31.0 	24.9 	25.0 b
A,THS_PER,SE31	12.4 	12.5 	13.9 	13.8 	13.0 b	14.4 	11.6 	13.7 b
A,THS_PER,SE32	5.4 	4.8 	4.9 	5.0 	6.5 b	6.6 	6.2 u	4.1 bu
A,THS_PER,SE33	6.5 	7.0 	8.7 	8.7 	8.6 b	10.0 	7.1 	7.2 b
A,THS_PER,SI	42.8 	41.5 	42.0 	45.5 	46.4 	48.5 	51.1 	45.5 b
A,THS_PER,SI0	42.8 	41.5 	42.0 	45.5 	46.4 	48.5 	51.1 	45.5 b
A,THS_PER,SI03	17.4 	15.8 	17.3 	18.1 	17.3 	18.5 	20.2 	16.8 b
A,THS_PER,SI04	25.4 	25.8 	24.7 	27.4 	29.1 	30.0 	30.9 	28.7 b
A,THS_PER,SK	62.1 	60.8 	61.9 	72.4 	71.5 	73.9 	71.4 	74.9 b
A,THS_PER,SK0	62.1 	60.8 	61.9 	72.4 	71.5 	73.9 	71.4 	74.9 b
A,THS_PER,SK01	20.4 	21.4 	19.4 	24.6 	25.7 	25.7 	23.3 	20.4 b
A,THS_PER,SK02	17.2 	16.4 	18.0 	17.8 	17.9 	20.6 	18.2 	19.9 b
A,THS_PER,SK03	13.3 	13.0 	12.9 	16.3 	13.9 	15.1 	17.4 	19.4 b
A,THS_PER,SK04	11.3 	10.0 	11.7 	13.8 	14.1 	12.6 	12.5 	15.3 b
A,THS_PER,TR	631.5 	653.4 	661.0 	676.6 	699.1 	694.9 	678.0 	: 
A,THS_PER,TR1	215.5 	241.8 	236.4 	218.8 	223.4 	239.8 	220.1 	: 
A,THS_PER,TR10	215.5 	241.8 	236.4 	218.8 	223.4 	239.8 	220.1 	: 
A,THS_PER,TR2	25.7 	22.7 	23.1 	31.4 	32.0 	30.7 	30.5 	: 
A,THS_PER,TR21	17.0 	13.2 	15.0 	23.3 	23.0 	21.0 	19.4 	: 
A,THS_PER,TR22	8.7 	9.5 	8.1 	8.1 	9.0 	9.8 	11.1 	: 
A,THS_PER,TR3	78.6 	75.7 	66.6 	70.1 	78.0 	79.0 	81.4 	: 
A,THS_PER,TR31	38.3 	34.3 	31.7 	34.0 	32.9 	38.0 	33.9 	: 
A,THS_PER,TR32	25.5 	22.2 	15.8 	19.4 	26.2 	22.5 	26.9 	: 
A,THS_PER,TR33	14.8 	19.3 	19.1 	16.7 	19.0 	18.4 	20.5 	: 
A,THS_PER,TR4	61.1 	59.9 	68.5 	70.5 	69.9 	63.2 	67.9 	: 
A,THS_PER,TR41	31.1 	31.5 	38.6 	39.9 	38.7 	32.1 	39.3 	: 
A,THS_PER,TR42	30.0 	28.4 	29.9 	30.6 	31.2 	31.1 	28.6 	: 
A,THS_PER,TR5	83.6 	82.3 	80.1 	91.2 	98.0 	97.3 	92.5 	: 
A,THS_PER,TR51	62.5 	57.6 	57.5 	66.5 	71.1 	68.9 	69.6 	: 
A,THS_PER,TR52	21.0 	24.6 	22.7 	24.7 	26.9 	28.4 	22.9 	: 
A,THS_PER,TR6	57.4 	62.5 	67.4 	71.0 	79.0 	67.4 	72.7 	: 
A,THS_PER,TR61	18.8 	22.5 	22.4 	22.4 	28.4 	24.7 	27.8 	: 
A,THS_PER,TR62	24.5 	27.8 	27.1 	29.1 	25.8 	23.1 	20.5 	: 
A,THS_PER,TR63	14.1 	12.2 	18.0 	19.5 	24.8 	19.7 	24.4 	: 
A,THS_PER,TR7	20.6 	20.4 	18.9 	20.8 	23.5 	23.8 	23.7 	: 
A,THS_PER,TR71	7.2 	7.2 	6.0 	8.0 	11.5 	11.8 	9.1 	: 
A,THS_PER,TR72	13.4 	13.2 	12.9 	12.8 	12.0 	12.0 	14.6 	: 
A,THS_PER,TR8	28.3 	27.5 	31.9 	29.4 	27.0 	27.4 	25.2 	: 
A,THS_PER,TR81	5.6 	5.0 	7.2 	7.0 	3.8 	3.5 	4.2 	: 
A,THS_PER,TR82	3.6 	4.2 	6.8 	7.8 	7.1 	6.9 	4.6 	: 
A,THS_PER,TR83	19.0 	18.4 	17.9 	14.6 	16.1 	17.0 	16.5 	: 
A,THS_PER,TR9	10.4 	13.2 	14.6 	10.4 	9.4 	11.0 	12.8 	: 
A,THS_PER,TR90	10.4 	13.2 	14.6 	10.4 	9.4 	11.0 	12.8 	: 
A,THS_PER,TRA	8.1 	7.8 	8.1 	10.1 	10.4 	8.0 	8.0 	: 
A,THS_PER,TRA1	4.9 	4.8 	4.6 	7.7 	7.4 	6.3 	5.1 	: 
A,THS_PER,TRA2	3.3 	3.0 	3.4 	2.4 u	3.0 	1.8 u	2.9 	: 
A,THS_PER,TRB	12.5 	13.4 	12.8 	14.9 	13.5 	16.5 	13.8 	: 
A,THS_PER,TRB1	7.3 	7.2 	9.2 	11.5 	9.5 	10.9 	7.9 	: 
A,THS_PER,TRB2	5.2 	6.2 	3.6 	3.4 	4.0 	5.6 	5.9 	: 
A,THS_PER,TRC	29.9 	26.1 	32.5 	37.9 	34.9 	30.7 	29.5 	: 
A,THS_PER,TRC1	19.8 	14.1 	15.4 	22.2 	19.0 	18.0 	16.7 	: 
A,THS_PER,TRC2	6.1 	8.7 	12.8 	14.1 	12.6 	8.6 	8.1 	: 
A,THS_PER,TRC3	3.9 	3.4 	4.3 	1.7 u	3.3 	4.1 	4.7 	: 
A,THS_PER,UK	1379.9 	1447.9 	1464.2 	1486.7 	1470.9 	1511.7 	: 	: 
A,THS_PER,UKC	38.9 	30.9 	41.7 	47.9 	40.2 	38.8 	: 	: 
A,THS_PER,UKC1	11.8 	12.9 	14.9 	19.9 	18.9 	16.0 	: 	: 
A,THS_PER,UKC2	27.1 	18.0 	26.8 	28.0 	21.3 	22.8 	: 	: 
A,THS_PER,UKD	107.9 	102.5 	117.3 	112.4 	125.1 	126.0 	: 	: 
A,THS_PER,UKD1	6.2 u	4.3 u	7.5 u	8.2 u	9.2 u	6.6 u	: 	: 
A,THS_PER,UKD3	44.9 	47.3 	50.6 	45.2 	54.2 	61.9 	: 	: 
A,THS_PER,UKD4	19.3 	20.5 	21.8 	16.5 	22.1 	17.9 	: 	: 
A,THS_PER,UKD6	14.6 	14.6 	18.8 	18.2 	16.8 	14.9 	: 	: 
A,THS_PER,UKD7	23.0 	15.9 	18.6 	24.2 	22.9 	24.7 	: 	: 
A,THS_PER,UKE	86.9 	88.6 	94.2 	98.0 	104.0 	101.1 	: 	: 
A,THS_PER,UKE1	9.9 u	11.9 	13.8 	11.7 	13.7 	12.8 	: 	: 
A,THS_PER,UKE2	13.6 	19.1 	16.1 	16.0 	22.3 	13.6 	: 	: 
A,THS_PER,UKE3	19.6 	17.5 	22.3 	21.9 	24.5 	20.6 	: 	: 
A,THS_PER,UKE4	43.8 	40.1 	42.0 	48.4 	43.5 	54.0 	: 	: 
A,THS_PER,UKF	84.0 	81.6 	84.5 	96.8 	78.8 	80.1 	: 	: 
A,THS_PER,UKF1	36.0 	34.5 	38.1 	43.1 	40.0 	39.7 	: 	: 
A,THS_PER,UKF2	38.0 	34.8 	36.5 	40.6 	29.3 	28.2 	: 	: 
A,THS_PER,UKF3	10.1 	12.3 	9.9 u	13.1 	9.6 u	12.3 	: 	: 
A,THS_PER,UKG	79.7 	103.8 	88.3 	85.9 	80.3 	78.8 	: 	: 
A,THS_PER,UKG1	22.1 	26.7 	20.4 	26.1 	17.5 	19.5 	: 	: 
A,THS_PER,UKG2	23.5 	31.3 	26.4 	25.0 	20.6 	21.3 	: 	: 
A,THS_PER,UKG3	34.1 	45.9 	41.5 	34.8 	42.2 	38.1 	: 	: 
A,THS_PER,UKH	127.6 	133.0 	137.2 	129.1 	135.3 	142.0 	: 	: 
A,THS_PER,UKH1	56.2 	48.0 	51.4 	46.3 	57.1 	53.5 	: 	: 
A,THS_PER,UKH2	38.8 	45.8 	48.7 	43.4 	43.8 	48.0 	: 	: 
A,THS_PER,UKH3	32.6 	39.2 	37.2 	39.5 	34.4 	40.5 	: 	: 
A,THS_PER,UKI	379.1 	408.0 	380.2 	395.2 	404.1 	409.0 	: 	: 
A,THS_PER,UKI3	74.9 	93.5 	71.4 	73.3 	67.6 	77.0 	: 	: 
A,THS_PER,UKI4	138.1 	152.4 	142.1 	152.2 	155.8 	148.5 	: 	: 
A,THS_PER,UKI5	45.0 	51.0 	57.9 	55.6 	58.3 	64.2 	: 	: 
A,THS_PER,UKI6	43.1 	39.8 	40.2 	39.8 	36.1 	46.3 	: 	: 
A,THS_PER,UKI7	78.0 	71.3 	68.6 	74.4 	86.3 	73.1 	: 	: 
A,THS_PER,UKJ	212.6 	220.6 	218.5 	236.8 	218.3 	233.0 	: 	: 
A,THS_PER,UKJ1	67.7 	71.3 	71.1 	66.6 	69.9 	61.2 	: 	: 
A,THS_PER,UKJ2	72.2 	76.4 	69.2 	86.2 	81.5 	92.8 	: 	: 
A,THS_PER,UKJ3	33.4 	33.1 	38.5 	43.2 	36.3 	38.6 	: 	: 
A,THS_PER,UKJ4	39.3 	39.8 	39.6 	40.8 	30.4 	40.4 	: 	: 
A,THS_PER,UKK	111.1 	111.2 	126.9 	124.0 	118.5 	114.6 	: 	: 
A,THS_PER,UKK1	56.1 	54.0 	67.0 	65.4 	55.1 	53.0 	: 	: 
A,THS_PER,UKK2	25.5 	22.5 	23.7 	23.7 	22.8 	25.7 	: 	: 
A,THS_PER,UKK3	10.2 	14.5 	15.0 	12.6 	12.8 	14.0 	: 	: 
A,THS_PER,UKK4	19.3 	20.2 	21.2 	22.4 	27.8 	21.9 	: 	: 
A,THS_PER,UKL	41.8 	48.7 	53.0 	46.4 	49.7 	54.0 	: 	: 
A,THS_PER,UKL1	24.9 	28.8 	29.7 	26.2 	23.1 	26.5 	: 	: 
A,THS_PER,UKL2	16.9 	20.0 	23.3 	20.2 	26.6 	27.4 	: 	: 
A,THS_PER,UKM	83.4 	90.4 	98.8 	89.9 	89.4 	108.7 	: 	: 
A,THS_PER,UKM5	5.0 u	: u	: u	: u	: u	5.2 u	: 	: 
A,THS_PER,UKM6	4.7 u	7.4 u	8.9 u	7.2 u	6.9 u	6.1 u	: 	: 
A,THS_PER,UKM7	33.0 	41.0 	44.5 	36.7 	38.2 	45.7 	: 	: 
A,THS_PER,UKM8	24.9 	25.5 	30.4 	30.9 	28.4 	36.6 	: 	: 
A,THS_PER,UKM9	15.8 	12.4 	12.0 	11.4 	12.3 	15.2 	: 	: 
A,THS_PER,UKN	27.0 	28.6 	23.6 	24.3 	27.1 	25.6 	: 	: 
A,THS_PER,UKN0	27.0 	28.6 	23.6 	24.3 	27.1 	25.6 	: 	: 
